year,country,iso3,region,co2_emissions_mt,population_millions,co2_per_capita_t,co2_intensity_kg_per_gdp_usd,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct
2010,Morocco,MAR,Africa,54.8,34.8,1.57,0.16,13.69,32.87,10.12,2.32,25.28,1.99,0.9,12.82,40.99,56.68,27.6,1.3824,1.3514,43.31
2011,Morocco,MAR,Africa,57.0,35.1,1.62,0.15,11.74,34.28,11.62,0.17,26.05,2.1,1.15,12.89,42.18,57.64,26.22,1.3662,1.0095,42.35
2012,Morocco,MAR,Africa,58.5,35.4,1.66,0.15,12.8,35.22,9.13,1.31,25.58,1.81,2.28,11.86,41.53,57.15,26.89,1.3758,1.4004,42.84
2013,Morocco,MAR,Africa,60.7,35.6,1.7,0.15,14.32,33.5,11.27,1.27,24.13,2.16,2.21,11.14,39.64,59.09,25.4,1.4903,1.2695,40.91
2014,Morocco,MAR,Africa,64.6,35.9,1.8,0.15,14.28,32.97,11.28,0.0,25.55,2.08,1.09,12.76,41.48,58.52,25.55,1.4105,1.2648,41.48
2015,Morocco,MAR,Africa,64.0,36.1,1.77,0.14,13.48,33.06,11.2,0.88,23.86,3.54,3.32,10.66,41.38,57.74,24.74,1.395,1.2025,42.26
2016,Morocco,MAR,Africa,65.1,36.4,1.79,0.14,15.56,33.69,10.05,0.0,23.83,2.72,2.28,11.86,40.69,59.31,23.83,1.4572,1.5467,40.69
2017,Morocco,MAR,Africa,68.6,36.6,1.87,0.14,12.95,33.72,11.3,1.01,24.3,4.67,1.08,10.98,41.03,57.96,25.31,1.4123,1.145,42.04
2018,Morocco,MAR,Africa,68.6,36.9,1.86,0.13,12.29,32.51,10.96,0.97,23.85,4.68,2.67,12.06,43.27,55.75,24.82,1.2881,1.1203,44.24
2019,Morocco,MAR,Africa,71.2,37.1,1.92,0.13,13.0,32.63,11.25,1.55,24.27,3.78,2.91,10.61,41.56,56.88,25.82,1.3683,1.1545,43.11
2020,Morocco,MAR,Africa,69.5,37.4,1.86,0.12,12.25,31.09,10.93,2.41,23.88,6.06,2.94,10.44,43.32,54.27,26.29,1.2525,1.1197,45.73
2021,Morocco,MAR,Africa,72.6,37.6,1.93,0.12,11.9,34.12,10.96,1.46,24.84,4.51,3.01,9.21,41.56,56.97,26.3,1.3705,1.0848,43.02
2022,Morocco,MAR,Africa,74.3,37.9,1.96,0.12,11.92,33.26,11.89,0.0,25.52,3.27,4.04,10.1,42.92,57.08,25.52,1.3296,1.0017,42.92
2023,Morocco,MAR,Africa,77.7,38.2,2.04,0.12,12.73,33.58,10.74,1.58,25.79,3.71,2.74,9.12,41.36,57.06,27.37,1.3793,1.1842,42.94
2024,Morocco,MAR,Africa,77.9,38.4,2.03,0.12,12.21,29.96,12.05,0.0,25.56,4.99,5.45,9.77,45.77,54.23,25.56,1.1846,1.0124,45.77
2025,Morocco,MAR,Africa,81.8,38.7,2.12,0.12,11.5,30.51,11.85,0.94,25.51,3.78,5.72,10.2,45.2,53.86,26.45,1.1913,0.9696,46.14
2026,Morocco,MAR,Africa,82.4,38.9,2.12,0.12,11.98,34.31,11.39,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0509,42.32
2000,Netherlands,NLD,Europe,175.4,15.3,11.47,2.29,14.79,40.42,23.63,11.02,5.05,0.0,0.0,5.08,10.13,78.85,16.07,7.7761,0.6256,21.15
2001,Netherlands,NLD,Europe,179.2,15.4,11.62,2.11,14.87,37.95,25.18,10.71,4.19,1.83,0.41,4.86,11.29,78.0,14.9,6.9027,0.5903,22.0
2002,Netherlands,NLD,Europe,184.3,15.5,11.86,1.98,14.32,39.43,22.36,9.81,3.63,2.24,2.35,5.85,14.08,76.11,13.44,5.4017,0.6401,23.89
2003,Netherlands,NLD,Europe,182.6,15.7,11.66,1.79,13.48,37.71,24.11,11.83,4.27,0.0,2.16,6.44,12.87,75.3,16.1,5.8463,0.5589,24.7
2004,Netherlands,NLD,Europe,170.0,15.8,10.77,1.54,14.77,38.88,25.59,9.82,2.86,1.23,2.11,4.75,10.95,79.24,12.68,7.2299,0.577,20.77
2005,Netherlands,NLD,Europe,184.3,15.9,11.59,1.55,12.79,37.18,23.79,11.74,6.82,1.52,2.19,3.98,14.51,73.75,18.56,5.0792,0.5374,26.25
2006,Netherlands,NLD,Europe,188.3,16.0,11.75,1.47,12.57,37.63,22.13,9.86,5.22,2.24,3.72,6.63,17.82,72.32,15.08,4.0561,0.5678,27.68
2007,Netherlands,NLD,Europe,178.0,16.1,11.03,1.3,12.05,38.45,25.04,9.35,5.26,2.82,2.9,4.11,15.1,75.55,14.61,5.0,0.481,24.45
2008,Netherlands,NLD,Europe,188.2,16.3,11.57,1.29,11.63,37.64,24.52,10.47,5.5,3.49,2.25,4.49,15.73,73.8,15.97,4.6887,0.4741,26.2
2009,Netherlands,NLD,Europe,176.8,16.4,10.79,1.14,12.51,35.41,23.91,9.38,5.86,3.76,4.37,4.8,18.79,71.82,15.24,3.8202,0.523,28.17
2010,Netherlands,NLD,Europe,187.6,16.5,11.37,1.14,9.77,36.92,24.57,9.07,6.1,2.42,5.0,6.16,19.67,71.26,15.17,3.6209,0.3975,28.74
2011,Netherlands,NLD,Europe,183.0,16.6,11.01,1.05,9.61,36.28,25.15,12.3,4.15,4.7,4.14,3.67,16.66,71.03,16.45,4.2609,0.382,28.96
2012,Netherlands,NLD,Europe,174.6,16.7,10.43,0.95,10.3,36.44,24.03,10.35,5.98,3.94,4.09,4.87,18.88,70.77,16.33,3.7464,0.4285,29.23
2013,Netherlands,NLD,Europe,180.2,16.9,10.68,0.93,9.9,35.89,25.87,10.18,3.56,3.41,5.12,6.07,18.16,71.66,13.74,3.9439,0.3825,28.34
2014,Netherlands,NLD,Europe,180.1,17.0,10.6,0.88,10.72,36.8,24.69,10.57,3.48,4.65,4.23,4.85,17.22,72.21,14.05,4.1909,0.434,27.79
2015,Netherlands,NLD,Europe,176.0,17.1,10.28,0.82,11.72,34.13,23.08,9.95,4.29,3.49,7.53,5.8,21.11,68.93,14.24,3.2637,0.5076,31.06
2016,Netherlands,NLD,Europe,170.5,17.2,9.89,0.76,9.1,34.34,24.44,11.43,5.25,1.82,8.49,5.13,20.7,67.88,16.68,3.2776,0.3722,32.13
2017,Netherlands,NLD,Europe,162.0,17.4,9.34,0.69,8.57,34.91,24.8,10.46,4.46,3.9,6.64,6.26,21.25,68.28,14.92,3.2117,0.3454,31.71
2018,Netherlands,NLD,Europe,152.6,17.5,8.74,0.62,7.66,34.79,27.04,9.84,4.73,5.33,7.07,3.53,20.67,69.49,14.57,3.3603,0.2832,30.51
2019,Netherlands,NLD,Europe,152.6,17.6,8.67,0.6,6.8,32.69,23.98,10.61,6.5,7.0,7.82,4.61,25.93,63.47,17.11,2.4468,0.2835,36.54
2020,Netherlands,NLD,Europe,148.8,17.7,8.4,0.56,6.47,32.77,24.76,10.47,5.44,5.84,8.2,6.06,25.54,63.99,15.91,2.5045,0.2612,36.01
2021,Netherlands,NLD,Europe,144.9,17.8,8.13,0.52,7.98,34.25,24.7,9.34,4.41,6.87,8.79,3.66,23.73,66.92,13.75,2.8189,0.3229,33.07
2022,Netherlands,NLD,Europe,135.8,18.0,7.57,0.47,6.11,33.92,24.42,10.57,4.75,6.13,8.63,5.46,24.97,64.45,15.32,2.5801,0.2501,35.54
2023,Netherlands,NLD,Europe,134.4,18.1,7.43,0.45,5.66,34.88,27.18,9.86,3.57,5.91,9.0,3.93,22.41,67.73,13.43,3.021,0.2082,32.27
2024,Netherlands,NLD,Europe,133.3,18.2,7.33,0.43,5.33,33.72,23.23,9.56,7.02,7.66,8.72,4.76,28.16,62.28,16.58,2.2109,0.2293,37.72
2025,Netherlands,NLD,Europe,129.3,18.3,7.06,0.4,5.95,34.81,25.05,9.46,3.71,7.98,8.4,4.64,24.73,65.81,13.17,2.6601,0.2374,34.19
2026,Netherlands,NLD,Europe,130.1,18.4,7.06,0.39,4.22,34.11,25.26,10.72,3.5,8.39,9.07,4.72,25.68,63.6,14.22,2.4757,0.167,36.4
2000,Nigeria,NGA,Africa,103.8,190.4,0.55,0.11,13.86,34.65,12.71,0.0,24.9,0.27,0.0,13.61,38.78,61.22,24.9,1.5782,1.0896,38.78
2001,Nigeria,NGA,Africa,99.8,191.9,0.52,0.09,14.78,34.19,10.17,0.51,26.67,0.0,0.71,12.97,40.36,59.14,27.18,1.4649,1.4519,40.87
2002,Nigeria,NGA,Africa,99.3,193.4,0.51,0.09,15.34,34.69,10.33,0.0,23.69,2.02,0.0,13.93,39.64,60.36,23.69,1.5223,1.4836,39.64
2003,Nigeria,NGA,Africa,101.5,194.9,0.52,0.08,14.04,36.53,9.78,0.04,24.88,0.02,0.89,13.82,39.61,60.35,24.92,1.5232,1.4341,39.65
2004,Nigeria,NGA,Africa,100.4,196.4,0.51,0.07,13.28,34.1,9.06,1.62,25.52,0.74,0.88,14.8,41.94,56.44,27.14,1.3454,1.4642,43.56
2005,Nigeria,NGA,Africa,102.2,197.9,0.52,0.07,14.75,34.62,11.34,0.0,25.63,0.37,0.07,13.22,39.3,60.7,25.63,1.5441,1.2996,39.3
2006,Nigeria,NGA,Africa,100.2,199.4,0.5,0.06,15.22,35.43,11.39,1.34,24.76,0.0,1.29,10.57,36.62,62.04,26.1,1.6937,1.3351,37.96
2007,Nigeria,NGA,Africa,99.6,200.9,0.5,0.06,12.16,33.74,10.71,0.54,26.31,1.79,0.82,13.92,42.84,56.61,26.85,1.3211,1.1343,43.38
2008,Nigeria,NGA,Africa,97.3,202.4,0.48,0.05,15.98,35.34,10.05,0.46,24.06,1.53,0.18,12.39,38.17,61.37,24.52,1.6074,1.5885,38.63
2009,Nigeria,NGA,Africa,97.6,203.9,0.48,0.05,14.97,33.67,9.93,0.52,26.27,1.3,1.17,12.17,40.91,58.57,26.79,1.4313,1.506,41.43
2010,Nigeria,NGA,Africa,97.2,205.4,0.47,0.05,12.64,33.97,10.76,0.7,25.61,2.39,2.26,11.67,41.93,57.37,26.31,1.3679,1.1736,42.63
2011,Nigeria,NGA,Africa,103.6,206.9,0.5,0.05,11.86,34.16,10.96,0.04,24.67,3.11,3.34,11.84,42.96,56.99,24.71,1.3263,1.0811,43.0
2012,Nigeria,NGA,Africa,103.8,208.4,0.5,0.05,14.57,32.17,10.81,0.66,25.16,3.89,2.08,10.68,41.8,57.54,25.82,1.3762,1.3466,42.46
2013,Nigeria,NGA,Africa,111.1,209.9,0.53,0.05,12.16,34.91,11.44,1.44,24.49,2.75,1.01,11.81,40.06,58.5,25.93,1.4599,1.062,41.5
2014,Nigeria,NGA,Africa,112.1,211.4,0.53,0.04,12.8,34.63,10.94,0.0,25.85,1.88,2.04,11.86,41.63,58.37,25.85,1.4018,1.1689,41.63
2015,Nigeria,NGA,Africa,114.6,212.9,0.54,0.04,14.29,31.91,10.92,1.42,24.59,3.17,2.46,11.24,41.46,57.12,26.01,1.3774,1.3074,42.88
2016,Nigeria,NGA,Africa,115.5,214.4,0.54,0.04,10.61,34.86,12.68,1.2,23.33,4.24,1.75,11.33,40.65,58.15,24.53,1.4302,0.8361,41.85
2017,Nigeria,NGA,Africa,120.1,215.9,0.56,0.04,11.98,35.94,10.05,1.09,23.32,3.29,2.23,12.1,40.93,57.98,24.41,1.4162,1.1909,42.02
2018,Nigeria,NGA,Africa,119.5,217.4,0.55,0.04,12.41,33.81,10.29,0.71,24.56,3.93,3.11,11.18,42.78,56.51,25.27,1.3206,1.2049,43.49
2019,Nigeria,NGA,Africa,121.2,218.9,0.55,0.04,12.88,32.97,10.41,1.37,26.21,1.94,3.36,10.86,42.38,56.26,27.58,1.3272,1.2361,43.75
2020,Nigeria,NGA,Africa,127.2,220.4,0.58,0.04,13.91,32.84,11.44,1.41,23.85,3.4,1.71,11.44,40.4,58.19,25.26,1.44,1.2148,41.81
2021,Nigeria,NGA,Africa,130.7,221.9,0.59,0.04,13.25,32.21,12.09,2.2,26.44,3.16,0.1,10.54,40.25,57.56,28.64,1.4297,1.095,42.45
2022,Nigeria,NGA,Africa,134.5,223.4,0.6,0.04,10.73,30.66,11.72,1.96,24.78,5.07,4.76,10.33,44.94,53.1,26.74,1.1813,0.9147,46.9
2023,Nigeria,NGA,Africa,141.3,224.9,0.63,0.04,13.24,30.97,10.05,3.34,24.02,5.42,2.86,10.1,42.41,54.25,27.36,1.2789,1.3161,45.75
2024,Nigeria,NGA,Africa,145.0,226.4,0.64,0.04,9.85,32.02,11.82,1.47,26.24,3.54,4.38,10.68,44.84,53.69,27.71,1.1971,0.8326,46.31
2025,Nigeria,NGA,Africa,148.3,227.9,0.65,0.04,14.11,32.02,11.18,0.0,26.17,5.41,3.73,7.39,42.7,57.3,26.17,1.3416,1.2609,42.7
2026,Nigeria,NGA,Africa,148.2,229.4,0.65,0.04,11.1,32.74,12.39,0.0,25.71,3.44,5.37,9.24,43.77,56.23,25.71,1.2844,0.8952,43.77
2000,Norway,NOR,Europe,45.2,4.7,9.67,1.93,14.98,39.08,24.23,10.34,4.43,2.69,0.0,4.26,11.37,78.3,14.77,6.8805,0.618,21.71
2001,Norway,NOR,Europe,43.6,4.7,9.26,1.68,15.01,39.13,24.66,10.33,2.82,1.84,0.17,6.04,10.87,78.8,13.15,7.2426,0.6084,21.2
2002,Norway,NOR,Europe,48.7,4.7,10.26,1.71,12.43,40.41,24.91,10.78,5.42,1.0,0.0,5.04,11.46,77.76,16.2,6.7794,0.4988,22.24
2003,Norway,NOR,Europe,48.4,4.8,10.12,1.56,13.07,37.85,24.86,9.71,3.56,0.99,3.6,6.36,14.51,75.78,13.27,5.219,0.5255,24.22
2004,Norway,NOR,Europe,48.6,4.8,10.07,1.44,10.87,40.23,26.87,10.17,4.7,1.0,2.17,3.99,11.86,77.97,14.87,6.5687,0.4044,22.03
2005,Norway,NOR,Europe,51.4,4.9,10.59,1.41,14.15,38.1,23.88,11.04,3.43,0.98,1.34,7.09,12.83,76.13,14.47,5.9291,0.5923,23.87
2006,Norway,NOR,Europe,50.7,4.9,10.36,1.3,11.81,35.4,24.01,10.28,5.69,4.05,3.65,5.1,18.5,71.22,15.97,3.8476,0.4917,28.78
2007,Norway,NOR,Europe,52.1,4.9,10.56,1.24,11.73,40.55,25.3,9.6,4.71,0.93,2.29,4.9,12.82,77.58,14.31,6.0468,0.4635,22.42
2008,Norway,NOR,Europe,52.6,5.0,10.59,1.18,13.08,38.41,24.53,8.68,5.39,2.62,2.61,4.69,15.3,76.02,14.07,4.9654,0.533,23.98
2009,Norway,NOR,Europe,55.3,5.0,11.05,1.16,11.78,38.16,23.93,9.97,5.89,1.97,3.4,4.9,16.16,73.87,15.86,4.5683,0.4921,26.13
2010,Norway,NOR,Europe,54.9,5.0,10.89,1.09,9.68,36.46,24.61,10.38,3.75,3.03,5.14,6.96,18.88,70.74,14.13,3.7448,0.3932,29.26
2011,Norway,NOR,Europe,54.1,5.1,10.65,1.01,12.36,36.34,26.1,9.76,5.42,2.68,2.58,4.77,15.45,74.79,15.18,4.8376,0.4734,25.21
2012,Norway,NOR,Europe,54.0,5.1,10.54,0.96,10.85,35.75,24.81,9.98,5.28,4.12,4.24,4.97,18.61,71.41,15.26,3.8351,0.4371,28.59
2013,Norway,NOR,Europe,52.5,5.2,10.18,0.89,11.62,35.76,24.77,9.99,4.73,3.53,5.15,4.45,17.86,72.15,14.72,4.0375,0.4689,27.85
2014,Norway,NOR,Europe,51.0,5.2,9.82,0.82,9.64,35.52,25.56,10.77,4.87,2.34,6.08,5.21,18.51,70.72,15.64,3.8186,0.377,29.28
2015,Norway,NOR,Europe,50.8,5.2,9.72,0.78,8.5,37.33,24.36,11.4,5.1,2.42,6.14,4.74,18.41,70.19,16.5,3.8105,0.3488,29.81
2016,Norway,NOR,Europe,50.9,5.3,9.66,0.74,8.59,35.57,25.77,9.86,3.26,6.42,6.12,4.42,20.22,69.93,13.12,3.4567,0.3332,30.08
2017,Norway,NOR,Europe,48.2,5.3,9.1,0.67,7.67,37.16,24.78,10.6,4.62,4.92,5.68,4.58,19.8,69.61,15.22,3.5139,0.3094,30.4
2018,Norway,NOR,Europe,47.1,5.3,8.82,0.63,8.28,35.54,24.8,10.15,6.03,3.97,7.08,4.15,21.23,68.62,16.18,3.2307,0.3337,31.38
2019,Norway,NOR,Europe,46.1,5.4,8.58,0.59,6.9,35.74,25.4,9.12,6.57,7.03,5.58,3.66,22.84,68.04,15.69,2.9777,0.2715,31.96
2020,Norway,NOR,Europe,45.9,5.4,8.48,0.57,7.83,33.26,26.26,10.52,5.25,5.09,8.11,3.69,22.14,67.34,15.77,3.0402,0.2981,32.66
2021,Norway,NOR,Europe,44.6,5.4,8.18,0.53,7.92,32.7,23.28,10.4,6.97,6.01,8.31,4.4,25.69,63.9,17.37,2.4864,0.3401,36.09
2022,Norway,NOR,Europe,44.8,5.5,8.17,0.51,6.65,31.84,25.09,10.08,6.82,4.99,8.21,6.31,26.34,63.58,16.9,2.4129,0.2649,36.42
2023,Norway,NOR,Europe,44.0,5.5,7.96,0.48,6.26,34.66,25.57,9.6,3.36,6.82,8.31,5.42,23.91,66.49,12.96,2.7797,0.2447,33.51
2024,Norway,NOR,Europe,44.2,5.6,7.95,0.47,5.09,32.86,25.1,10.18,4.57,6.47,9.53,6.2,26.77,63.06,14.75,2.3547,0.2027,36.95
2025,Norway,NOR,Europe,43.2,5.6,7.71,0.44,5.8,33.32,26.15,8.36,5.11,7.67,9.13,4.47,26.37,65.27,13.47,2.4742,0.2217,34.73
2026,Norway,NOR,Europe,42.0,5.6,7.45,0.41,4.56,32.77,25.91,9.01,4.45,7.46,10.74,5.11,27.75,63.24,13.46,2.2781,0.1759,36.76
2000,Pakistan,PAK,Asia,120.7,204.0,0.59,0.12,36.08,35.03,10.69,3.4,9.02,0.0,0.0,5.78,14.8,81.8,12.42,5.5233,3.372,18.2
2001,Pakistan,PAK,Asia,123.4,205.6,0.6,0.11,33.49,35.27,12.25,3.0,9.32,2.39,0.0,4.27,15.98,81.02,12.32,5.0669,2.7316,18.98
2002,Pakistan,PAK,Asia,128.9,207.2,0.62,0.1,34.47,33.62,12.27,2.4,10.13,0.8,0.0,6.31,17.24,80.36,12.53,4.6586,2.807,19.64
2003,Pakistan,PAK,Asia,133.7,208.8,0.64,0.1,32.99,34.27,13.82,2.34,8.39,2.47,0.0,5.73,16.58,81.08,10.73,4.8873,2.3854,18.92
2004,Pakistan,PAK,Asia,143.7,210.4,0.68,0.1,33.51,34.12,13.82,2.42,10.61,0.26,0.45,4.81,16.13,81.45,13.03,5.0465,2.423,18.55
2005,Pakistan,PAK,Asia,149.1,212.0,0.7,0.09,32.6,33.63,14.87,1.92,7.81,2.72,1.21,5.25,16.98,81.1,9.73,4.7734,2.1909,18.9
2006,Pakistan,PAK,Asia,157.2,213.6,0.74,0.09,32.08,32.72,15.24,2.27,8.22,1.93,2.12,5.43,17.7,80.03,10.49,4.5189,2.1036,19.97
2007,Pakistan,PAK,Asia,156.9,215.3,0.73,0.09,32.22,33.5,13.03,3.89,10.18,0.21,1.5,5.47,17.37,78.75,14.07,4.5311,2.4709,21.26
2008,Pakistan,PAK,Asia,164.5,216.9,0.76,0.08,31.52,32.49,12.8,3.4,10.26,2.64,1.48,5.41,19.79,76.81,13.66,3.8793,2.4606,23.19
2009,Pakistan,PAK,Asia,166.2,218.5,0.76,0.08,30.11,32.04,14.77,3.64,8.51,2.15,2.16,6.63,19.44,76.92,12.15,3.9548,2.0372,23.08
2010,Pakistan,PAK,Asia,174.1,220.1,0.79,0.08,31.84,31.21,15.06,2.36,10.68,3.36,0.27,5.22,19.52,78.11,13.04,3.9995,2.1128,21.88
2011,Pakistan,PAK,Asia,180.6,221.7,0.81,0.08,32.16,33.26,14.46,0.86,10.81,3.21,0.78,4.46,19.26,79.88,11.67,4.1453,2.2225,20.12
2012,Pakistan,PAK,Asia,190.3,223.3,0.85,0.08,31.93,33.59,15.44,0.74,11.86,3.39,0.78,2.25,18.29,80.96,12.6,4.424,2.0667,19.03
2013,Pakistan,PAK,Asia,199.0,224.9,0.88,0.08,30.11,32.08,14.76,3.26,10.54,3.59,1.69,3.96,19.78,76.95,13.8,3.8883,2.0386,23.04
2014,Pakistan,PAK,Asia,206.0,226.5,0.91,0.08,27.81,31.21,14.01,3.72,9.6,3.84,4.22,5.59,23.26,73.02,13.32,3.1379,1.9836,26.98
2015,Pakistan,PAK,Asia,207.3,228.1,0.91,0.07,30.96,31.37,17.68,2.5,9.79,1.88,2.64,3.19,17.5,80.0,12.29,4.5688,1.7501,20.0
2016,Pakistan,PAK,Asia,219.2,229.7,0.95,0.07,28.51,29.98,17.05,3.09,11.97,3.2,3.91,2.29,21.37,75.54,15.06,3.5332,1.6712,24.46
2017,Pakistan,PAK,Asia,221.9,231.3,0.96,0.07,29.83,32.36,16.1,2.22,9.45,3.45,2.26,4.32,19.49,78.29,11.67,4.0149,1.8516,21.71
2018,Pakistan,PAK,Asia,226.9,232.9,0.97,0.07,28.98,31.55,17.16,1.2,9.48,5.51,3.08,3.03,21.11,77.69,10.68,3.6785,1.6878,22.31
2019,Pakistan,PAK,Asia,231.5,234.6,0.99,0.07,29.22,31.45,15.93,3.28,10.21,4.69,2.42,2.79,20.11,76.6,13.49,3.8072,1.8331,23.39
2020,Pakistan,PAK,Asia,238.0,236.2,1.01,0.07,27.12,32.5,16.99,3.76,10.6,4.81,1.44,2.79,19.63,76.61,14.36,3.9007,1.5953,23.39
2021,Pakistan,PAK,Asia,256.5,237.8,1.08,0.07,24.96,28.73,16.95,3.59,11.61,4.65,4.59,4.91,25.77,70.64,15.2,2.7401,1.4717,29.36
2022,Pakistan,PAK,Asia,261.2,239.4,1.09,0.07,26.74,31.76,18.62,2.83,10.03,5.38,1.04,3.59,20.04,77.12,12.86,3.8464,1.4353,22.87
2023,Pakistan,PAK,Asia,270.7,241.0,1.12,0.07,25.96,30.1,18.09,1.46,11.03,6.81,3.2,3.35,24.39,74.15,12.49,3.0389,1.4343,25.85
2024,Pakistan,PAK,Asia,278.9,242.6,1.15,0.07,24.75,31.35,17.85,3.21,10.58,5.86,2.19,4.22,22.84,73.95,13.79,3.2363,1.3858,26.05
2025,Pakistan,PAK,Asia,295.5,244.2,1.21,0.07,26.18,29.78,18.25,4.24,11.18,6.19,2.37,1.81,21.55,74.21,15.42,3.442,1.4337,25.79
2026,Pakistan,PAK,Asia,295.7,245.8,1.2,0.07,25.35,32.31,17.74,2.47,9.63,6.64,4.1,1.77,22.14,75.39,12.1,3.4036,1.4282,24.61
2000,Philippines,PHL,Asia,73.8,99.5,0.74,0.15,34.41,35.17,12.15,1.87,9.92,0.0,0.28,6.19,16.39,81.74,11.79,4.9841,2.8298,18.26
2001,Philippines,PHL,Asia,74.1,100.2,0.74,0.13,33.86,35.15,13.14,2.69,8.87,0.37,0.0,5.93,15.17,82.14,11.56,5.4111,2.5749,17.86
2002,Philippines,PHL,Asia,77.8,101.0,0.77,0.13,31.88,34.34,12.67,3.09,10.57,0.26,0.0,7.19,18.02,78.89,13.66,4.3755,2.5142,21.11
2003,Philippines,PHL,Asia,81.2,101.8,0.8,0.12,32.74,32.14,13.32,2.2,11.18,1.02,0.43,6.98,19.61,78.19,13.38,3.9852,2.4561,21.81
2004,Philippines,PHL,Asia,83.0,102.6,0.81,0.12,33.1,34.89,12.48,0.0,11.27,0.54,1.58,6.15,19.54,80.46,11.27,4.1156,2.6501,19.54
2005,Philippines,PHL,Asia,82.9,103.4,0.8,0.11,34.22,34.11,12.59,2.32,11.09,1.32,0.07,4.29,16.77,80.91,13.41,4.8218,2.7159,19.09
2006,Philippines,PHL,Asia,86.5,104.2,0.83,0.1,32.34,32.73,13.09,1.96,9.4,1.88,1.45,7.15,19.88,78.17,11.36,3.9301,2.4687,21.84
2007,Philippines,PHL,Asia,85.4,104.9,0.81,0.1,32.2,34.32,12.46,0.65,9.72,2.67,1.73,6.24,20.36,78.99,10.37,3.8778,2.5822,21.01
2008,Philippines,PHL,Asia,88.2,105.7,0.83,0.09,29.45,34.79,14.21,0.77,10.75,2.33,1.62,6.09,20.78,78.45,11.52,3.7734,2.071,21.55
2009,Philippines,PHL,Asia,87.9,106.5,0.83,0.09,32.85,32.67,14.32,0.75,10.94,3.93,0.15,4.41,19.42,79.83,11.69,4.1086,2.2924,20.17
2010,Philippines,PHL,Asia,89.3,107.3,0.83,0.08,30.17,32.51,14.67,1.94,10.62,3.75,2.63,3.72,20.71,77.36,12.56,3.7336,2.0552,22.65
2011,Philippines,PHL,Asia,95.0,108.1,0.88,0.08,31.7,33.87,15.87,2.23,9.12,1.95,0.58,4.68,16.33,81.44,11.35,4.9841,1.9962,18.56
2012,Philippines,PHL,Asia,98.8,108.9,0.91,0.08,30.62,33.34,14.01,2.38,9.7,2.54,2.53,4.88,19.66,77.96,12.08,3.9634,2.184,22.04
2013,Philippines,PHL,Asia,110.1,109.6,1.0,0.09,29.67,32.34,15.37,3.06,9.02,4.33,2.22,4.0,19.57,77.38,12.08,3.952,1.9291,22.63
2014,Philippines,PHL,Asia,112.9,110.4,1.02,0.09,29.58,32.35,16.16,1.48,11.22,3.76,1.63,3.81,20.43,78.1,12.7,3.8209,1.8293,21.91
2015,Philippines,PHL,Asia,118.6,111.2,1.07,0.09,28.79,30.98,16.46,4.65,8.55,3.15,3.12,4.31,19.13,76.23,13.2,3.9828,1.748,23.78
2016,Philippines,PHL,Asia,122.8,112.0,1.1,0.08,30.12,32.29,15.34,2.42,7.73,3.21,3.46,5.42,19.83,77.75,10.15,3.9189,1.9622,22.25
2017,Philippines,PHL,Asia,129.6,112.8,1.15,0.09,28.99,31.23,13.27,1.96,10.99,6.02,3.86,3.69,24.56,73.48,12.95,2.9906,2.183,26.52
2018,Philippines,PHL,Asia,138.6,113.6,1.22,0.09,26.52,31.2,16.02,4.22,10.13,4.82,2.82,4.28,22.05,73.74,14.35,3.3427,1.6544,26.27
2019,Philippines,PHL,Asia,144.4,114.3,1.26,0.09,28.98,31.34,15.69,4.2,8.55,6.91,1.04,3.3,19.8,76.0,12.75,3.8364,1.8459,24.0
2020,Philippines,PHL,Asia,141.4,115.1,1.23,0.08,28.49,31.38,15.41,3.22,10.14,5.21,2.47,3.68,21.5,75.28,13.36,3.4998,1.8476,24.72
2021,Philippines,PHL,Asia,151.7,115.9,1.31,0.08,26.03,33.0,16.41,2.41,9.35,7.34,1.57,3.89,22.15,75.44,11.76,3.4043,1.5853,24.56
2022,Philippines,PHL,Asia,157.5,116.7,1.35,0.08,26.53,29.6,16.4,3.19,9.22,6.24,5.16,3.66,24.28,72.53,12.41,2.986,1.6167,27.47
2023,Philippines,PHL,Asia,170.0,117.5,1.45,0.09,24.89,29.95,17.15,2.55,10.23,6.55,5.31,3.37,25.46,71.99,12.78,2.8265,1.4505,28.01
2024,Philippines,PHL,Asia,175.8,118.3,1.49,0.09,24.71,31.66,18.88,3.17,9.79,7.11,3.49,1.18,21.58,75.25,12.96,3.4854,1.3081,24.75
2025,Philippines,PHL,Asia,178.3,119.0,1.5,0.09,25.23,30.23,18.68,2.17,9.94,6.79,3.82,3.14,23.69,74.14,12.11,3.1283,1.3499,25.86
2026,Philippines,PHL,Asia,185.2,119.8,1.55,0.09,24.96,30.12,18.69,4.21,9.22,6.81,3.57,2.43,22.02,73.77,13.43,3.3486,1.3348,26.23
2000,Poland,POL,Europe,329.1,32.3,10.19,2.04,15.49,40.68,24.35,9.05,2.96,0.0,0.0,7.47,10.43,80.53,12.01,7.7136,0.6359,19.48
